"USAF","WBAN","NAME","CTRY","STATE","ICAO","LAT","LON","ELEV","BEGIN","END"
38270,99999,"PLYMOUTH/MOUNTBATTE","UK","","EGDB",50.35,-4.117,27,1973,2015
38390,99999,"EXETER","UK","","EGTE",50.734,-3.414,31.1,1973,2015
38530,99999,"YEOVILTON","UK","","EGDY",51.009,-2.639,22.9,1973,2015
38570,99999,"ISLE OF PORTLAND","UK","","",50.517,-2.45,52,1973,2015
38620,99999,"BOURNEMOUTH","UK","","EGHH",50.78,-1.843,11.6,1973,2015
38650,99999,"SOUTHAMPTON","UK","","EGHI",50.95,-1.357,13.4,1973,2015
38660,99999,"WIGHT: ST. CATHERINES POINT","UK","","",50.583,-1.3,24,1973,2015
38940,99999,"GUERNSEY","GK","","EGJB",49.435,-2.602,102.4,1929,2015
38950,99999,"JERSEY","JE","","EGJJ",49.208,-2.196,84.4,1973,2015
39150,99999,"PORTGLENONE","UK","","",54.867,-6.45,65,1973,2015
39170,99999,"ALDERGROVE","UK","","EGAA",54.658,-6.216,81.7,1930,2015
39240,99999,"CITY","UK","","EGAC",54.618,-5.873,4.6,1973,2015
39520,99999,"ROCHES POINT","EI","","",51.8,-8.25,41,1929,2015
39530,99999,"VALENTIA OBSERVATORY","EI","","",51.933,-10.25,30,1926,2015
39550,99999,"CORK","EI","","EICK",51.841,-8.491,153,1973,2015
39620,99999,"SHANNON","EI","","EINN",52.702,-8.925,14,1973,2015
39660,99999,"GURTEEN","EI","","",53.017,-8,76,1929,2015
39690,99999,"DUBLIN","EI","","EIDW",53.421,-6.27,73.8,1973,2015
39700,99999,"CLAREMORRIS","EI","","",53.717,-8.983,69,1973,2015
39710,99999,"MULLINGAR","EI","","",53.533,-7.367,100,1973,2015
39730,99999,"CONNAUGHT","EI","","EIKN",53.91,-8.818,202.7,1929,2015
39760,99999,"BELMULLET","EI","","",54.233,-10,9.7,1973,2015
39800,99999,"MALIN HEAD","EI","","",55.367,-7.333,25,1926,2015
40050,99999,"BOLUNGAVIK","IC","","",66.15,-23.25,24,1952,2015
40130,99999,"STYKKISHOLMUR","IC","","BIST",65.083,-22.733,8,1973,2015
40180,16201,"KEFLAVIK NAVAL AIR STATION","IC","","BIKF",63.967,-22.6,52.1,1942,2015
40300,99999,"REYKJAVIK","IC","","BIRK",64.13,-21.941,14.6,1931,2015
40380,99999,"EYRARBAKKI","IC","","",63.867,-21.15,5,1974,2015
40480,99999,"VESTMANNAEYJAR","IC","","BIVM",63.424,-20.279,99.4,1931,2015
40530,99999,"BERGSTADIR","IC","","",65.7,-19.617,43,1954,2015
40630,99999,"AKUREYRI","IC","","BIAR",65.66,-18.073,1.8,1931,2015
40650,99999,"GRIMSEY ISLAND","IC","","BIGR",66.533,-18.017,16,1913,2015
40730,99999,"GRIMSSTADIR","IC","","",65.633,-16.117,386,1949,2015
40820,99999,"HORNAFJORDUR","IC","","BIHN",64.296,-15.227,7.3,1973,2015
40850,99999,"SKJALDTHINGSSTADIR","IC","","BIVO",65.75,-14.833,48,1975,2015
40890,99999,"EGILSSTADIR","IC","","BIEG",65.283,-14.401,23.2,1949,2015
40970,99999,"DALATANGI","IC","","",65.267,-13.583,11,1931,2015
41650,99999,"GRIMSEY","IC","","",66.533,-18.017,17,1963,2015
41750,99999,"ICELAND SITE","IC","","",66.51,-16.54,59.3,1963,2015
41950,99999,"ICELAND SITE","IC","","",65.28,-14,92.4,1980,2015
42020,99999,"THULE AIR BASE","GL","","BGTL",76.531,-68.703,76.5,1951,2015
42030,99999,"KITSISSUT (CAREY OEER)","GL","","",76.633,-73,11,1973,2015
42050,99999,"MITTARFIK QAANAAQ","GL","","",77.483,-69.383,16,1973,2015
42200,99999,"AASIAAT (EGEDESMINDE)","GL","","BGEM",68.7,-52.85,41,1943,2015
42310,99999,"SONDRE STROMFJORD","GL","","BGSF",67.017,-50.689,50.3,1941,2015
42500,99999,"NUUK (GODTHAAB)","GL","","",64.167,-51.75,84,1949,2015
42700,99999,"NARSARSUAQ","GL","","BGBW",61.161,-45.426,34.1,1941,2015
42720,99999,"JULIANEHAAB","GL","","BGJH",60.717,-46.05,34,1936,2015
43200,99999,"DANMARKSHAVN (PORT)","GL","","BGDH",76.767,-18.667,12,1949,2015
43300,99999,"DANEBORG (AUT)","GL","","BGDB",74.3,-20.217,44,1945,2015
43390,99999,"SCORESBYSUND","GL","","BGSC",70.483,-21.95,69,1936,2015
43600,99999,"TASIILAQ","GL","","BGAM",65.6,-37.633,52,1936,2015
43610,99999,"KULUSUK LUFTHAVN","GL","","BGKK",65.583,-37.15,37,1943,2015
43820,99999,"IKERMIUARSUK","GL","","",61.933,-42.067,39,1943,2015
43900,99999,"PRINS CHRISTIAN","GL","","BGPC",60.033,-43.117,19,1943,2015
60090,99999,"AKRABERG","DA","","",61.4,-6.667,102,1973,2015
60100,99999,"VAGAR","FO","","EKVG",62.064,-7.277,85.3,1974,2015
60110,99999,"TORSHAVN","DA","","",62.017,-6.767,61,1931,2015
60210,99999,"HANSTHOLM","DA","","",57.117,8.6,3,1931,2015
60300,99999,"FLYVESTATION AALBORG","DA","","EKYT",57.093,9.849,3,1940,2015
60330,99999,"HIRTSHALS","DA","","",57.6,9.967,3,1977,2015
60410,99999,"SKAGEN","DA","","",57.733,10.633,5,1928,2015
60520,99999,"THYBOROEN","DA","","",56.7,8.217,4,1973,2015
60600,99999,"KARUP","DA","","EKKA",56.297,9.125,51.8,1973,2015
60650,99999,"AARS SYD","DA","","",56.75,9.5,33,1978,2015
60660,99999,"STAUNING","DA","","EKVJ",55.99,8.354,5.2,1973,2015
60700,99999,"AARHUS","DA","","EKAH",56.3,10.619,25,1973,2015
60730,99999,"SLETTERHAGE FYR","DA","","",56.1,10.517,6,1977,2015
60740,99999,"AARHUS SYD","DA","","",56.083,10.133,55,1977,2015
60790,99999,"ANHOLT","DA","","",56.717,11.517,4,1973,2015
60800,99999,"ESBJERG","DA","","EKEB",55.526,8.553,29.6,1973,2015
60810,99999,"BLAAVANDSHUK","DA","","",55.55,8.083,18,1928,2015
61040,99999,"BILLUND","DA","","EKBI",55.74,9.152,75.3,1973,2015
61100,99999,"SKRYDSTRUP","DA","","EKSP",55.226,9.264,43,1973,2015
61180,99999,"SONDERBORG","DA","","EKSB",54.964,9.792,7.3,1973,2015
61190,99999,"KEGNAES","DA","","",54.85,9.983,19,1973,2015
61200,99999,"ODENSE","DA","","EKOD",55.477,10.331,17.1,1973,2015
61470,99999,"VINDEBAEK KYST","DA","","",54.883,12.183,3,1973,2015
61490,99999,"GEDSER","DA","","",54.567,11.95,5,1953,2015
61510,99999,"OMOE","DA","","",55.167,11.133,3,1973,2015
61560,99999,"HOLBAEK","DA","","",55.733,11.6,13,1974,2015
61590,99999,"ROESNAES","DA","","",55.75,10.867,15,1974,2015
61690,99999,"GNIBEN","DA","","",56.017,11.283,12,1974,2015
61700,99999,"ROSKILDE","DA","","EKRK",55.586,12.131,44.5,1977,2015
61800,99999,"KASTRUP","DA","","EKCH",55.618,12.656,5.2,1929,2015
61900,99999,"BORNHOLM RONNE","DA","","EKRN",55.063,14.76,15.8,1974,2015
61930,99999,"HAMMER ODDE FYR","DA","","",55.3,14.767,9,1931,2015
62100,99999,"VALKENBURG","NL","","EHVB",52.167,4.433,1,1949,2015
62250,99999,"IJMUIDEN","NL","","",52.467,4.567,4,1953,2015
62350,99999,"DE KOOIJ","NL","","EHKD",52.923,4.781,0.9,1973,2015
62400,99999,"SCHIPHOL","NL","","EHAM",52.309,4.764,-3.4,1932,2015
62420,99999,"VLIELAND ISLAND","NL","","EHVL",53.25,4.917,5,1973,2015
62600,99999,"DE BILT","NL","","EHDB",52.1,5.183,4,1931,2015
62700,99999,"LEEUWARDEN","NL","","EHLW",53.229,5.761,0.9,1949,2015
62750,99999,"DEELEN","NL","","EHDL",52.061,5.873,48.2,1949,2015
62800,99999,"EELDE","NL","","EHGG",53.12,6.579,5.2,1931,2015
62900,99999,"TWENTHE","NL","","EHTW",52.27,6.874,34.7,1949,2015
63100,99999,"VLISSINGEN","NL","","",51.45,3.6,10,1928,2015
63200,99999,"LE GOEREE","NL","","EHSC",51.933,3.667,19,1949,2015
63300,99999,"HOEK VAN HOLLAND","NL","","",51.983,4.1,14,1949,2015
63400,99999,"WOENSDRECHT","NL","","EHWO",51.449,4.342,19.2,1949,2015
63440,99999,"ROTTERDAM","NL","","EHRD",51.957,4.437,-4.6,1957,2015
63500,99999,"GILZE RIJEN","NL","","EHGR",51.567,4.932,14.9,1949,2015
63700,99999,"EINDHOVEN","NL","","EHEH",51.45,5.375,22.6,1949,2015
63750,99999,"VOLKEL","NL","","EHVK",51.656,5.709,21.9,1951,2015
63800,99999,"MAASTRICHT","NL","","EHBK",50.912,5.77,114.3,1949,2015
64000,99999,"KOKSIJDE","BE","","EBFN",51.09,2.653,6.1,1949,2015
64070,99999,"OOSTENDE","BE","","EBOS",51.199,2.862,4,1936,2015
64280,99999,"SEMMERZAKE","BE","","EBMT",50.933,3.667,37.5,1973,2015
64310,99999,"GENT/INDUSTRIE-ZONE","BE","","EBGT",51.183,3.8,8,1979,2015
64320,99999,"CHIEVRES AB","BE","","EBCV",50.576,3.831,58.8,1973,2015
64470,99999,"UCCLE","BE","","",50.8,4.35,101,1949,2015
64490,99999,"BRUSSELS SOUTH","BE","","EBCI",50.459,4.454,187.1,1973,2015
64500,99999,"DEURNE","BE","","EBAW",51.189,4.46,11.9,1940,2015
64510,99999,"BRUSSELS NATL","BE","","EBBR",50.901,4.484,56.1,1930,2015
64560,99999,"FLORENNES","BE","","EBFS",50.243,4.646,285,1949,2015
64580,99999,"BEAUVECHAIN","BE","","EBBE",50.759,4.768,112.8,1973,2015
64590,99999,"ERNAGE","BE","","",50.583,4.683,157,1931,2015
64650,99999,"SCHAFFEN","BE","","EBDT",51,5.067,54,1973,2015
64760,99999,"SAINT HUBERT MIL","BE","","EBSU",50.036,5.404,588.3,1949,2015
64780,99999,"LIEGE","BE","","EBLG",50.637,5.443,200.9,1949,2015
64790,99999,"KLEINE BROGEL","BE","","EBBL",51.168,5.47,61,1973,2015
64900,99999,"SPA/LA SAUVENIERE","BE","","EBSP",50.483,5.917,482,1950,2015
65900,99999,"LUXEMBOURG","LU","","ELLX",49.627,6.212,376.1,1949,2015
66100,99999,"PAYERNE","SZ","","",46.817,6.95,490.5,1959,2015
66120,99999,"LA CHAUX-DE-FONDS","SZ","","",47.083,6.8,1018.1,1980,2015
66200,99999,"SCHAFFHAUSEN","SZ","","",47.683,8.617,437,1955,2015
66320,99999,"GRENCHEN","SZ","","",47.183,7.417,429,1979,2015
66430,99999,"WYNAU","SZ","","",47.25,7.783,416,1978,2015
66580,99999,"ALPNACH","SZ","","LSMA",46.944,8.284,445,1977,2015
66600,99999,"ZUERICH-FLUNTERN","SZ","","",47.383,8.567,557.6,1935,2015
66690,99999,"LAEGEREN","SZ","","",47.483,8.4,843,1974,2015
66700,99999,"ZURICH","SZ","","LSZH",47.465,8.549,431.6,1955,2015
66720,99999,"ALTDORF","SZ","","",46.867,8.633,451,1979,2015
66800,99999,"SAENTIS","SZ","","",47.25,9.35,2500,1935,2015
67000,99999,"GENEVA COINTRIN","SZ","","LSGG",46.238,6.109,430.1,1935,2015
67020,99999,"LA DOLE","SZ","","",46.433,6.1,1670.2,1973,2015
67200,99999,"SION","SZ","","LSGS",46.22,7.327,481.9,1955,2015
67240,99999,"MONTANA","SZ","","",46.3,7.467,1508,1979,2015
67300,99999,"JUNGFRAUJOCH","SZ","","",46.55,7.983,3576,1935,2015
67340,99999,"INTERLAKEN","SZ","","",46.667,7.867,578,1977,2015
67500,99999,"GUETSCH OB ANDERMATT","SZ","","",46.65,8.617,2284.2,1955,2015
67530,99999,"PIOTTA","SZ","","",46.517,8.683,1016,1979,2015
67590,99999,"CIMETTA","SZ","","",46.2,8.8,1648,1974,2015
67600,99999,"LOCARNO-MONTI","SZ","","",46.167,8.783,380,1973,2015
67620,99999,"LOCARNO - MAGADINO","SZ","","LSZL",46.17,8.88,198,1955,2015
67700,99999,"LUGANO","SZ","","LSZA",46.004,8.911,278.9,1935,2015
67820,99999,"DISENTIS-SEDRUN","SZ","","",46.7,8.85,1180,1977,2015
67860,99999,"CHUR","SZ","","",46.867,9.533,556,1980,2015
67910,99999,"PIZ CORVATSCH","SZ","","",46.417,9.817,3299,1977,2015
67920,99999,"SAMEDAM","SZ","","",46.533,9.883,1706,1980,2015
67940,99999,"POSCHIAVO-ROBBIA","SZ","","",46.35,10.067,1079.1,1978,2015
69900,99999,"VADUZ","LS","","",47.133,9.517,463,1973,2015
70020,99999,"BOULOGNE","FR","","",50.733,1.6,74,1973,2015
70030,99999,"LE TOUQUET PARIS PLAGE","FR","","LFAT",50.515,1.627,11,1973,2015
70050,99999,"ABBEVILLE","FR","","LFOI",50.143,1.832,67.1,1926,2015
70090,99999,"CALAIS/DUNKERQUE","FR","","",50.967,1.95,3,1929,2015
70100,99999,"DUNKERQUE","FR","","",51.05,2.333,17,1973,2015
70150,99999,"LESQUIN","FR","","LFQQ",50.562,3.089,47.9,1945,2015
70200,99999,"LA HAGUE","FR","","",49.717,-1.933,12,1936,2015
70220,99999,"VIGITE DU HAUMET","FR","","",49.65,-1.5,130,1976,2015
70240,99999,"MAUPERTUS","FR","","LFRC",49.65,-1.47,139.9,1936,2015
70270,99999,"CARPIQUET","FR","","LFRK",49.173,-0.45,78,1973,2015
70280,99999,"OCTEVILLE","FR","","LFOH",49.534,0.088,95.4,1931,2015
70310,99999,"ST GATIEN","FR","","LFRG",49.365,0.154,146,1973,2015
70370,99999,"VALLEE DE SEINE","FR","","LFOP",49.384,1.175,156.1,1973,2015
70380,34061,"EVREUX","FR","","LFOE",49.017,1.217,138,1973,2015
70400,99999,"DIEPPE","FR","","",49.933,1.1,38,1973,2015
70530,99999,"CORMEILLES","FR","","",49.083,2.033,88,1973,2015
70550,99999,"TILLE","FR","","LFOB",49.454,2.113,109.4,1936,2015
70570,99999,"CREIL","FR","","LFPC",49.254,2.519,88.7,1940,2015
70590,99999,"MEAULTE","FR","","",49.967,4.2,111,1940,2015
70610,99999,"ST. QUENTIN/ROUPY","FR","","LFOW",49.817,3.2,101,1936,2015
70720,99999,"REIMS-PRUNAY","FR","","LFQA",49.217,4.15,96,1936,2015
70750,99999,"CHARLEVILLE MEZIERES","FR","","LFQV",49.784,4.647,149,1940,2015
71000,99999,"OUESSANT","FR","","",48.483,-5.05,68,1936,2015
71030,99999,"POINTE DU RAZ","FR","","",48.033,-4.733,89,1973,2015
71060,99999,"LANDIVISIAU","FR","","LFRJ",48.53,-4.152,106.1,1973,2015
71100,99999,"GUIPAVAS","FR","","LFRB",48.448,-4.419,99.1,1929,2015
71160,99999,"BATZ ISLAND","FR","","",48.75,-4.017,37,1976,2015
71210,99999,"BREHAT ISLAND","FR","","",48.85,-3,36,1936,2015
71250,99999,"PLEURTUIT","FR","","LFRD",48.588,-2.08,66.8,1973,2015
71300,99999,"ST JACQUES","FR","","LFRN",48.07,-1.735,37.8,1931,2015
71330,99999,"POINTE DU ROC","FR","","",48.833,-1.617,42,1973,2015
71390,99999,"ALENCON/VALFRAMBERT","FR","","LFOF",48.45,0.117,141,1973,2015
71400,99999,"CHATEAUDUN","FR","","LFOC",48.058,1.377,132,1973,2015
71430,99999,"CHARTRES/CHAMPOL","FR","","LFOR",48.467,1.517,156,1936,2015
71460,99999,"TOUSSUS LE NOBLE","FR","","LFPN",48.752,2.106,164,1973,2015
71470,99999,"VELIZY","FR","","LFPV",48.774,2.202,178,1942,2015
71490,99999,"ORLY","FR","","LFPO",48.725,2.359,88.7,1937,2015
71500,99999,"LE BOURGET","FR","","LFPB",48.969,2.441,66.4,1928,2015
71530,99999,"VILLAROCHE","FR","","LFPM",48.605,2.671,92,1973,2015
71570,99999,"CHARLES DE GAULLE","FR","","LFPG",49.013,2.55,119.5,1974,2015
71650,99999,"VATRY","FR","","LFOK",48.776,4.184,178.9,1975,2015
71680,99999,"BARBEREY","FR","","LFQB",48.322,4.017,118.3,1975,2015
71690,99999,"ROBINSON","FR","","LFSI",48.636,4.899,139.6,1942,2015
71790,34051,"TOUL / ROSIERES","FR","","LFSL",48.783,5.983,286,1973,2015
71800,99999,"ESSEY","FR","","LFSN",48.692,6.23,228.9,1926,2015
71810,99999,"OCHEY","FR","","LFSO",48.583,5.955,337.1,1973,2015
71900,99999,"ENTZHEIM","FR","","LFST",48.538,7.628,153.9,1931,2015
71970,99999,"MEYENHEIM","FR","","LFSC",47.917,7.4,211.2,1973,2015
72000,99999,"PENMARCH","FR","","",47.8,-4.367,19,1936,2015
72010,99999,"PLUGUFFAN","FR","","LFRQ",47.975,-4.168,90.5,1973,2015
72050,99999,"LANN BIHOUE","FR","","LFRH",47.761,-3.44,48.8,1973,2015
72070,99999,"POINTE DU TALUT","FR","","",47.3,-3.167,43,1931,2015
72170,99999,"MONTOIR","FR","","LFRZ",47.312,-2.149,4,1973,2015
72220,99999,"NANTES ATLANTIQUE","FR","","LFRS",47.153,-1.611,27.4,1937,2015
72300,99999,"BEAUCOUZE","FR","","LFRA",47.483,-0.6,50,1936,2015
72350,99999,"ARNAGE","FR","","LFRM",47.949,0.202,59.1,1973,2015
72400,99999,"VAL DE LOIRE","FR","","LFOT",47.432,0.728,108.8,1931,2015
72470,99999,"ROMORANTIN/PRUNIERS","FR","","LFYR",47.317,1.683,86,1936,2015
72490,99999,"BRICY","FR","","LFOJ",47.988,1.761,125.6,1936,2015
72550,99999,"BOURGES","FR","","LFLD",47.058,2.37,161.2,1973,2015
72570,99999,"AVORD","FR","","",47.05,2.65,177,1931,2015
72600,99999,"FOURCHAMBAULT","FR","","LFQG",47.003,3.113,183.5,1973,2015
72800,99999,"LONGVIC","FR","","LFSD",47.269,5.09,221.3,1931,2015
72830,99999,"LANGRES","FR","","",47.85,5.333,467,1973,2015
72880,99999,"BESANCON/THISE(AUT)","FR","","LFSA",47.25,5.983,309,1973,2015
72920,99999,"SAINT SAUVEUR","FR","","LFSX",47.783,6.364,278.3,1941,2015
72990,99999,"BALE MULHOUSE","FR","","LFSB",47.59,7.53,269.7,1973,2015
73000,99999,"SAINT-SAUVEUR","FR","","",46.7,-2.333,32,1973,2015
73140,99999,"CHASSIRON","FR","","",46.05,-1.417,22,1973,2015
73150,99999,"LA ROCHELLE","FR","","",46.15,-1.15,10,1929,2015
73350,99999,"BIARD","FR","","LFBI",46.588,0.307,128.9,1936,2015
73540,34048,"CHATEAURROUX DEOLS","FR","","LFLX",46.867,1.717,157,1936,2015
73740,99999,"CHARMEIL","FR","","LFLV",46.17,3.404,249,1973,2015
73790,99999,"SAINT YAN","FR","","LFLN",46.413,4.013,242.6,1973,2015
73850,99999,"CHARNAY","FR","","LFLM",46.295,4.796,221.9,1973,2015
74120,99999,"CHATEAUBERNARD","FR","","LFBG",45.658,-0.318,31.1,1973,2015
74200,99999,"CHAMPNIERS","FR","","LFBU",45.717,0.217,133,1931,2015
74340,99999,"BELLEGARDE","FR","","LFBL",45.863,1.179,396.2,1973,2015
74600,99999,"AUVERGNE","FR","","LFLC",45.787,3.169,332.2,1931,2015
74750,99999,"BOUTHEON","FR","","LFMH",45.541,4.296,403.9,1973,2015
74770,99999,"LES SAUVAGES","FR","","",45.933,4.383,720,1973,2015
74800,99999,"BRON","FR","","LFLY",45.727,4.944,200.9,1973,2015
74810,99999,"SAINT EXUPERY","FR","","LFLL",45.726,5.091,250.2,1931,2015
74820,99999,"AMBERIEU","FR","","LFXA",45.987,5.328,250.9,1980,2015
74860,99999,"SAINT GEOIRS","FR","","LFLS",45.363,5.329,396.8,1973,2015
74890,99999,"SAINT-PANCRASSE","FR","","",45.3,5.867,1154,1931,2015
74910,99999,"AIX LES BAINS","FR","","LFLB",45.638,5.88,237.4,1973,2015
74970,99999,"BOURG ST-MAURICE","FR","","",45.617,6.767,868,1973,2015
75000,99999,"CAP FERRET","FR","","",44.633,-1.25,10,1973,2015
75020,99999,"CAZAUX","FR","","LFBC",44.533,-1.125,25.6,1936,2015
75030,99999,"BISCAROSSE/PARENTIS","FR","","LFBS",44.433,-1.25,39,1974,2015
75100,99999,"MERIGNAC","FR","","LFBD",44.828,-0.716,49.4,1931,2015
75240,99999,"LA GARENNE","FR","","LFBA",44.175,0.591,62.2,1973,2015
75350,99999,"GOURDON","FR","","",44.75,1.4,261,1973,2015
75490,99999,"AURILLAC","FR","","LFLW",44.891,2.422,638.9,1979,2015
75520,99999,"MARCILLAC","FR","","LFCR",44.408,2.483,582.2,1974,2015
75580,99999,"MILLAU","FR","","",44.117,3.017,720,1936,2015
75600,99999,"MONT AIGOUAL","FR","","",44.117,3.583,1565,1936,2015
75770,99999,"MONTELIMAR/ANCONE","FR","","LFLQ",44.583,4.733,74,1931,2015
75790,99999,"CARITAT","FR","","LFMO",44.14,4.867,60,1973,2015
75860,99999,"CARPENTRAS","FR","","",44.083,5.05,105,1976,2015
75880,99999,"ST-AUBAN-SUR-DURANC","FR","","LFMX",44.067,6,461,1973,2015
75890,99999,"SAINT CHRISTOPHE / OISANS","FR","","",44.933,6.25,1570,1936,2015
75910,99999,"EMBRUN","FR","","",44.567,6.5,876,1973,2015
76020,99999,"ANGLET","FR","","LFBZ",43.468,-1.523,74.7,1929,2015
76030,99999,"DAX SEYRESSE","FR","","LFBY",43.683,-1.067,33,1973,2015
76070,99999,"MONT DE MARSAN","FR","","LFBM",43.912,-0.508,61.9,1931,2015
76100,99999,"PAU PYRENEES","FR","","LFBP",43.38,-0.419,187.8,1936,2015
76210,99999,"LOURDES","FR","","LFBT",43.179,-0.006,384,1973,2015
76270,99999,"ANTICHAN","FR","","LFCG",43.008,1.103,417,1973,2015
76300,99999,"BLAGNAC","FR","","LFBO",43.629,1.364,152.1,1973,2015
76310,99999,"FRANCAZAL","FR","","LFBF",43.546,1.368,163.1,1931,2015
76350,99999,"SALVAZA","FR","","LFMK",43.216,2.306,132,1973,2015
76410,99999,"SETE","FR","","",43.4,3.7,77,1936,2015
76415,99999,"VIAS","FR","","LFMU",43.324,3.354,17.1,1975,2015
76430,99999,"MEDITERRANEE","FR","","LFMT",43.576,3.963,5.2,1973,2015
76450,99999,"NIMES/COURBESSAC","FR","","LFME",43.867,4.4,62,1936,2015
76460,99999,"GARONS","FR","","LFTW",43.757,4.416,94.2,1973,2015
76470,99999,"LE TUBE","FR","","LFMI",43.523,4.924,25,1936,2015
76480,99999,"SALON","FR","","LFMY",43.606,5.109,59.4,1973,2015
76500,99999,"PROVENCE","FR","","LFML",43.436,5.214,22.6,1931,2015
76530,99999,"CAP COURONNE","FR","","",43.333,5.05,27,1975,2015
76560,99999,"BEC DE LAIGLE","FR","","",43.183,5.583,315,1976,2015
76600,99999,"TOULON","FR","","",43.1,5.933,25,1936,2015
76610,99999,"CAP CEPET","FR","","",43.083,5.933,134,1976,2015
76670,99999,"LE PALYVESTRE","FR","","LFTH",43.097,6.146,2.1,1973,2015
76700,99999,"PORQUEROLLES","FR","","",43,6.233,147,1973,2015
76750,99999,"LE CANNET","FR","","LFMC",43.385,6.387,80.8,1976,2015
76770,99999,"CAPE CAMARAT","FR","","",43.2,6.683,112,1975,2015
76780,99999,"TOULON/ILE DU LEVAN","FR","","",43.033,6.467,131,1976,2015
76880,99999,"LA GAROUPE","FR","","",43.567,7.133,82,1975,2015
76900,99999,"COTE D AZUR","FR","","LFMN",43.658,7.216,3.7,1945,2015
77470,99999,"RIVESALTES","FR","","LFMP",42.74,2.871,43.9,1929,2015
77490,99999,"CAP BEAR","FR","","",42.517,3.133,86,1973,2015
77520,99999,"LA PARATA","FR","","",41.917,8.617,40,1936,2015
77540,99999,"SAINT CATHERINE","FR","","LFKC",42.531,8.793,63.7,1973,2015
77610,99999,"CAMPO DELL ORO","FR","","LFKJ",41.924,8.803,5.5,1936,2015
77650,99999,"SOLENZARA","FR","","LFKS",41.924,9.406,8.5,1973,2015
77680,99999,"LA CHIAPPA","FR","","",41.6,9.367,68,1936,2015
77700,99999,"CAP PERTUSATO","FR","","",41.367,9.167,116,1936,2015
77800,99999,"SUD CORSE","FR","","LFKF",41.501,9.098,26.5,1980,2015
77850,99999,"CAP CORSE","FR","","",43,9.35,106,1936,2015
77900,99999,"PORETTA","FR","","LFKB",42.553,9.484,7.9,1945,2015
77910,99999,"CAPE SAGRO","FR","","",42.8,9.483,120,1943,2015
80010,99999,"LA CORUNA","SP","","",43.367,-8.417,67,1931,2015
80020,99999,"A CORUNA","SP","","LECO",43.302,-8.377,98.5,1974,2015
80080,99999,"LUGO/ROZAS","SP","","",43.117,-7.45,446,1973,2015
80110,99999,"ASTURIAS","SP","","LEAS",43.564,-6.035,126.8,1973,2015
80140,99999,"GIJON-MUSEL","SP","","",43.567,-5.7,6,1973,2015
80150,99999,"OVIEDO","SP","","",43.35,-5.867,339,1973,2015
80210,99999,"SANTANDER","SP","","LEXJ",43.427,-3.82,4.9,1973,2015
80230,99999,"SANTANDER","SP","","",43.483,-3.8,59,1973,2015
80250,99999,"BILBAO","SP","","LEBB",43.301,-2.911,42.1,1973,2015
80270,99999,"SAN SEBASTIAN/IGUELDO","SP","","",43.3,-2.033,259,1973,2015
80290,99999,"SAN SEBASTIAN","SP","","LESO",43.357,-1.791,4.6,1973,2015
80420,99999,"SANTIAGO","SP","","LEST",42.896,-8.415,369.7,1973,2015
80440,99999,"PONTEVEDRA","SP","","",42.433,-8.617,108,1973,2015
80450,99999,"VIGO","SP","","LEVX",42.232,-8.627,260.6,1973,2015
80480,99999,"ORENSE","SP","","",42.333,-7.867,147,1973,2015
80530,99999,"PONFERRADA","SP","","",42.567,-6.6,550,1973,2015
80550,99999,"LEON","SP","","LELN",42.589,-5.656,916.2,1973,2015
80750,99999,"BURGOS","SP","","LEBG",42.358,-3.621,897.6,1973,2015
80800,99999,"VITORIA","SP","","LEVT",42.883,-2.724,512.7,1973,2015
80840,99999,"LOGRONO/AGONCILLO","SP","","LELO",42.45,-2.333,363,1973,2015
80850,99999,"PAMPLONA","SP","","LEPP",42.77,-1.646,458.4,1973,2015
80940,99999,"HUESCA-PIRINEOS","SP","","LEHC",42.083,-0.333,554,1973,2015
81300,99999,"ZAMORA","SP","","",41.517,-5.733,667,1973,2015
81400,99999,"VALLADOLID","SP","","LEVD",41.706,-4.852,845.8,1973,2015
81410,99999,"VALLADOLID","SP","","",41.633,-4.75,735,1973,2015
81480,99999,"SORIA","SP","","",41.783,-2.483,1082,1973,2015
81570,99999,"DAROCA I","SP","","",41.117,-1.417,779,1973,2015
81600,99999,"ZARAGOZA AB","SP","","LEZG",41.666,-1.042,263,1973,2015
81710,99999,"LERIDA","SP","","",41.633,0.6,199,1973,2015
81750,99999,"REUS","SP","","LERS",41.147,1.167,71.3,1973,2015
81810,99999,"BARCELONA","SP","","LEBL",41.297,2.078,3.7,1973,2015
81840,99999,"GIRONA","SP","","LEGE",41.901,2.761,142.6,1973,2015
82020,99999,"SALAMANCA","SP","","LESA",40.952,-5.502,791,1973,2015
82100,99999,"AVILA","SP","","",40.667,-4.683,1132,1973,2015
82130,99999,"SEGOVIA","SP","","",40.95,-4.133,1005,1973,2015
82150,99999,"NAVACERRADA PUERTO","SP","","",40.8,-4.017,1888,1973,2015
82210,99999,"BARAJAS","SP","","LEMD",40.494,-3.567,609.6,1931,2015
82230,99999,"CUATRO VIENTOS","SP","","LEVS",40.371,-3.785,691,1973,2015
82240,99999,"GETAFE","SP","","LEGT",40.294,-3.724,618.4,1973,2015
82260,99999,"GUADALAJARA","SP","","",40.667,-3.167,640,1973,2015
82270,99999,"TORREJON","SP","","LETO",40.497,-3.446,617.5,1957,2015
82310,99999,"CUENCA","SP","","",40.067,-2.133,946,1973,2015
